Magnitude,Type,Ingredient 1,Ingredient 2,Ingredient 3,Effects,Effect 1,Effect 2,Effect 3,Effect 4,Effect 5,MyPotionID,Can Make
9,Potion,Dragons Tongue,Mora Tapinella,Vampire Dust,2,Fortify Illusion,Restore Magicka,,,,8127,TRUE
9,Potion,Dragons Tongue,Mora Tapinella,White Cap,2,Fortify Illusion,Restore Magicka,,,,8128,TRUE
9,Potion,Dragons Tongue,Taproot,Vampire Dust,2,Fortify Illusion,Restore Magicka,,,,8165,TRUE
9,Potion,Dragons Tongue,Taproot,White Cap,2,Fortify Illusion,Restore Magicka,,,,8166,TRUE
9,Potion,Ectoplasm,Elves Ear,Histcarp,2,Restore Magicka,Fortify Magicka,,,,8441,TRUE
9,Potion,Ectoplasm,Elves Ear,Spider Egg,2,Restore Magicka,Fortify Marksman,,,,8457,TRUE
9,Potion,Ectoplasm,Elves Ear,Tundra Cotton,2,Restore Magicka,Fortify Magicka,,,,8459,TRUE
9,Potion,Ectoplasm,Fire Salts,Fly Amanita,2,Restore Magicka,Resist Fire,,,,8496,TRUE
9,Potion,Ectoplasm,Fire Salts,Mudcrab Chitin,2,Restore Magicka,Resist Fire,,,,8508,TRUE
9,Potion,Ectoplasm,Fire Salts,Snowberries,2,Restore Magicka,Resist Fire,,,,8516,TRUE
9,Potion,Ectoplasm,Giant Lichen,Histcarp,2,Restore Magicka,Fortify Magicka,,,,8559,TRUE
9,Potion,Ectoplasm,Giant Lichen,Tundra Cotton,2,Restore Magicka,Fortify Magicka,,,,8575,TRUE
9,Potion,Ectoplasm,Glow Dust,Histcarp,2,Fortify Destruction,Fortify Magicka,,,,8584,TRUE
9,Potion,Ectoplasm,Glow Dust,Tundra Cotton,2,Fortify Destruction,Fortify Magicka,,,,8609,TRUE
9,Potion,Ectoplasm,Histcarp,Honeycomb,2,Fortify Magicka,Restore Stamina,,,,8669,TRUE
9,Potion,Ectoplasm,Histcarp,Mora Tapinella,2,Fortify Magicka,Restore Magicka,,,,8677,TRUE
9,Potion,Ectoplasm,Histcarp,Mudcrab Chitin,2,Fortify Magicka,Restore Stamina,,,,8678,TRUE
9,Potion,Ectoplasm,Histcarp,Orange Dartwing,2,Fortify Magicka,Restore Stamina,,,,8682,TRUE
9,Potion,Ectoplasm,Histcarp,Purple Mountain Flower,2,Fortify Magicka,Restore Stamina,,,,8686,TRUE
9,Potion,Ectoplasm,Histcarp,Taproot,2,Fortify Magicka,Restore Magicka,,,,8694,TRUE
9,Potion,Ectoplasm,Histcarp,Torchbug Thorax,2,Fortify Magicka,Restore Stamina,,,,8695,TRUE
9,Potion,Ectoplasm,Histcarp,Vampire Dust,2,Fortify Magicka,Restore Magicka,,,,8697,TRUE
9,Potion,Ectoplasm,Histcarp,White Cap,2,Fortify Magicka,Restore Magicka,,,,8700,TRUE
9,Potion,Ectoplasm,Mora Tapinella,Taproot,2,Restore Magicka,Fortify Illusion,,,,8824,TRUE
9,Potion,Ectoplasm,Mora Tapinella,Tundra Cotton,2,Restore Magicka,Fortify Magicka,,,,8826,TRUE
9,Potion,Ectoplasm,Taproot,Tundra Cotton,2,Restore Magicka,Fortify Magicka,,,,8902,TRUE
9,Potion,Ectoplasm,Tundra Cotton,Vampire Dust,2,Fortify Magicka,Restore Magicka,,,,8912,TRUE
9,Potion,Ectoplasm,Tundra Cotton,White Cap,2,Fortify Magicka,Restore Magicka,,,,8914,TRUE
9,Potion,Elves Ear,Giant Lichen,Spider Egg,2,Restore Magicka,Fortify Marksman,,,,8981,TRUE
9,Potion,Elves Ear,Mora Tapinella,Spider Egg,2,Restore Magicka,Fortify Marksman,,,,9076,TRUE
9,Potion,Elves Ear,Mora Tapinella,Taproot,2,Restore Magicka,Fortify Illusion,,,,9077,TRUE
9,Potion,Elves Ear,Red Mountain Flower,Spider Egg,2,Restore Magicka,Fortify Marksman,,,,9118,TRUE
9,Potion,Elves Ear,Red Mountain Flower,Tundra Cotton,2,Restore Magicka,Fortify Magicka,,,,9120,TRUE
9,Potion,Elves Ear,Spider Egg,Taproot,2,Fortify Marksman,Restore Magicka,,,,9133,TRUE
9,Potion,Elves Ear,Spider Egg,Vampire Dust,2,Fortify Marksman,Restore Magicka,,,,9134,TRUE
9,Potion,Fire Salts,Fly Amanita,Giant Lichen,2,Resist Fire,Restore Magicka,,,,9911,TRUE
9,Potion,Fire Salts,Fly Amanita,Red Mountain Flower,2,Resist Fire,Restore Magicka,,,,9921,TRUE
9,Potion,Fire Salts,Fly Amanita,Vampire Dust,2,Resist Fire,Restore Magicka,,,,9926,TRUE
9,Potion,Fire Salts,Garlic,Lavender,2,Regenerate Magicka,Fortify Stamina,,,,9955,TRUE
9,Potion,Fire Salts,Garlic,Thistle Branch,2,Regenerate Magicka,Resist Poison,,,,9967,TRUE
9,Potion,Fire Salts,Garlic,Torchbug Thorax,2,Regenerate Magicka,Fortify Stamina,,,,9968,TRUE
9,Potion,Fire Salts,Garlic,Troll Fat,2,Regenerate Magicka,Resist Poison,,,,9969,TRUE
9,Potion,Fire Salts,Giant Lichen,Mudcrab Chitin,2,Restore Magicka,Resist Fire,,,,9977,TRUE
9,Potion,Fire Salts,Giant Lichen,Snowberries,2,Restore Magicka,Resist Fire,,,,9984,TRUE
9,Potion,Fire Salts,Mora Tapinella,Mudcrab Chitin,2,Restore Magicka,Resist Fire,,,,10076,TRUE
9,Potion,Fire Salts,Mora Tapinella,Snowberries,2,Restore Magicka,Resist Fire,,,,10082,TRUE
9,Potion,Fire Salts,Mudcrab Chitin,Red Mountain Flower,2,Resist Fire,Restore Magicka,,,,10091,TRUE
9,Potion,Fire Salts,Red Mountain Flower,Snowberries,2,Restore Magicka,Resist Fire,,,,10125,TRUE
9,Potion,Fire Salts,Snowberries,Vampire Dust,2,Resist Fire,Restore Magicka,,,,10145,TRUE
9,Potion,Fly Amanita,Mora Tapinella,Scaly Pholiota,2,Regenerate Stamina,Fortify Illusion,,,,10192,TRUE
9,Potion,Garlic,Lavender,Luna Moth Wing,2,Fortify Stamina,Regenerate Health,,,,10953,TRUE
9,Potion,Garlic,Lavender,Nordic Barnacle,2,Fortify Stamina,Regenerate Health,,,,10958,TRUE
9,Potion,Garlic,Lavender,Salt Pile,2,Fortify Stamina,Regenerate Magicka,,,,10961,TRUE
9,Potion,Garlic,Lavender,Taproot,2,Fortify Stamina,Regenerate Magicka,,,,10963,TRUE
9,Potion,Garlic,Lavender,Vampire Dust,2,Fortify Stamina,Regenerate Health,,,,10967,TRUE
9,Potion,Garlic,Luna Moth Wing,Mudcrab Chitin,2,Regenerate Health,Resist Poison,,,,10973,TRUE
9,Potion,Garlic,Luna Moth Wing,Thistle Branch,2,Regenerate Health,Resist Poison,,,,10981,TRUE
9,Potion,Garlic,Luna Moth Wing,Torchbug Thorax,2,Regenerate Health,Fortify Stamina,,,,10982,TRUE
9,Potion,Garlic,Luna Moth Wing,Troll Fat,2,Regenerate Health,Resist Poison,,,,10983,TRUE
9,Potion,Garlic,Mudcrab Chitin,Nordic Barnacle,2,Resist Poison,Regenerate Health,,,,11007,TRUE
9,Potion,Garlic,Mudcrab Chitin,Orange Dartwing,2,Resist Poison,Restore Stamina,,,,11008,TRUE
9,Potion,Garlic,Mudcrab Chitin,Purple Mountain Flower,2,Resist Poison,Restore Stamina,,,,11012,TRUE
9,Potion,Garlic,Mudcrab Chitin,Salt Pile,2,Resist Poison,Regenerate Magicka,,,,11014,TRUE
9,Potion,Garlic,Mudcrab Chitin,Taproot,2,Resist Poison,Regenerate Magicka,,,,11019,TRUE
9,Potion,Garlic,Nordic Barnacle,Orange Dartwing,2,Regenerate Health,Fortify Pickpocket,,,,11035,TRUE
9,Potion,Garlic,Nordic Barnacle,Thistle Branch,2,Regenerate Health,Resist Poison,,,,11039,TRUE
9,Potion,Garlic,Nordic Barnacle,Torchbug Thorax,2,Regenerate Health,Fortify Stamina,,,,11040,TRUE
9,Potion,Garlic,Nordic Barnacle,Troll Fat,2,Regenerate Health,Resist Poison,,,,11041,TRUE
9,Potion,Garlic,Salt Pile,Thistle Branch,2,Regenerate Magicka,Resist Poison,,,,11048,TRUE
9,Potion,Garlic,Salt Pile,Troll Fat,2,Regenerate Magicka,Resist Poison,,,,11050,TRUE
9,Potion,Garlic,Taproot,Thistle Branch,2,Regenerate Magicka,Resist Poison,,,,11057,TRUE
9,Potion,Garlic,Taproot,Troll Fat,2,Regenerate Magicka,Resist Poison,,,,11059,TRUE
9,Potion,Garlic,Thistle Branch,Vampire Dust,2,Resist Poison,Regenerate Health,,,,11064,TRUE
9,Potion,Garlic,Torchbug Thorax,Vampire Dust,2,Fortify Stamina,Regenerate Health,,,,11068,TRUE
9,Potion,Garlic,Troll Fat,Vampire Dust,2,Resist Poison,Regenerate Health,,,,11072,TRUE
9,Potion,Giant Lichen,Mora Tapinella,Taproot,2,Restore Magicka,Fortify Illusion,,,,11179,TRUE
9,Potion,Giant Lichen,Red Mountain Flower,Tundra Cotton,2,Restore Magicka,Fortify Magicka,,,,11221,TRUE
9,Potion,Hagraven Feathers,Lavender,Torchbug Thorax,2,Fortify Conjuration,Fortify Stamina,,,,12108,TRUE
9,Potion,Histcarp,Honeycomb,Red Mountain Flower,2,Restore Stamina,Fortify Magicka,,,,12612,TRUE
9,Potion,Histcarp,Honeycomb,Slaughterfish Scales,2,Restore Stamina,Fortify Block,,,,12615,TRUE
9,Potion,Histcarp,Honeycomb,Void Salts,2,Restore Stamina,Fortify Magicka,,,,12618,TRUE
9,Potion,Histcarp,Mudcrab Chitin,Red Mountain Flower,2,Restore Stamina,Fortify Magicka,,,,12676,TRUE
9,Potion,Histcarp,Mudcrab Chitin,Thistle Branch,2,Restore Stamina,Resist Poison,,,,12681,TRUE
9,Potion,Histcarp,Mudcrab Chitin,Troll Fat,2,Restore Stamina,Resist Poison,,,,12682,TRUE
9,Potion,Histcarp,Mudcrab Chitin,Tundra Cotton,2,Restore Stamina,Fortify Magicka,,,,12683,TRUE
9,Potion,Histcarp,Mudcrab Chitin,Void Salts,2,Restore Stamina,Fortify Magicka,,,,12685,TRUE
9,Potion,Histcarp,Nordic Barnacle,Orange Dartwing,3,Waterbreathing,Restore Stamina,Fortify Pickpocket,,,12688,TRUE
9,Potion,Histcarp,Orange Dartwing,Tundra Cotton,2,Restore Stamina,Fortify Magicka,,,,12711,TRUE
9,Potion,Histcarp,Orange Dartwing,Void Salts,2,Restore Stamina,Fortify Magicka,,,,12712,TRUE
9,Potion,Histcarp,Purple Mountain Flower,Red Mountain Flower,2,Restore Stamina,Fortify Magicka,,,,12750,TRUE
9,Potion,Histcarp,Purple Mountain Flower,Tundra Cotton,2,Restore Stamina,Fortify Magicka,,,,12759,TRUE
9,Potion,Histcarp,Purple Mountain Flower,Void Salts,2,Restore Stamina,Fortify Magicka,,,,12760,TRUE
9,Potion,Histcarp,Red Mountain Flower,Taproot,2,Fortify Magicka,Restore Magicka,,,,12769,TRUE
9,Potion,Histcarp,Red Mountain Flower,Torchbug Thorax,2,Fortify Magicka,Restore Stamina,,,,12770,TRUE
9,Potion,Histcarp,Red Mountain Flower,Vampire Dust,2,Fortify Magicka,Restore Magicka,,,,12772,TRUE
9,Potion,Histcarp,Torchbug Thorax,Tundra Cotton,2,Restore Stamina,Fortify Magicka,,,,12811,TRUE
9,Potion,Histcarp,Torchbug Thorax,Void Salts,2,Restore Stamina,Fortify Magicka,,,,12812,TRUE
9,Potion,Honeycomb,Mudcrab Chitin,Slaughterfish Scales,2,Restore Stamina,Fortify Block,,,,12861,TRUE
9,Potion,Honeycomb,Mudcrab Chitin,Troll Fat,2,Restore Stamina,Resist Poison,,,,12864,TRUE
9,Potion,Honeycomb,Mudcrab Chitin,Tundra Cotton,2,Restore Stamina,Fortify Block,,,,12865,TRUE
9,Potion,Honeycomb,Orange Dartwing,Tundra Cotton,2,Restore Stamina,Fortify Block,,,,12874,TRUE
9,Potion,Honeycomb,Purple Mountain Flower,Tundra Cotton,2,Restore Stamina,Fortify Block,,,,12911,TRUE
9,Potion,Honeycomb,Slaughterfish Scales,Torchbug Thorax,2,Fortify Block,Restore Stamina,,,,12944,TRUE
9,Potion,Honeycomb,Torchbug Thorax,Tundra Cotton,2,Restore Stamina,Fortify Block,,,,12958,TRUE
9,Potion,Honeycomb,Tundra Cotton,Void Salts,3,Fortify Block,Resist Magic,Fortify Magicka,,,12961,TRUE
9,Potion,Mora Tapinella,Red Mountain Flower,Taproot,2,Restore Magicka,Fortify Illusion,,,,14265,TRUE
9,Potion,Mora Tapinella,Red Mountain Flower,Tundra Cotton,2,Restore Magicka,Fortify Magicka,,,,14267,TRUE
9,Potion,Mudcrab Chitin,Orange Dartwing,Thistle Branch,2,Restore Stamina,Resist Poison,,,,14302,TRUE
9,Potion,Mudcrab Chitin,Orange Dartwing,Troll Fat,2,Restore Stamina,Resist Poison,,,,14303,TRUE
9,Potion,Mudcrab Chitin,Purple Mountain Flower,Troll Fat,2,Restore Stamina,Resist Poison,,,,14345,TRUE
9,Potion,Mudcrab Chitin,Thistle Branch,Torchbug Thorax,2,Resist Poison,Restore Stamina,,,,14389,TRUE
9,Potion,Mudcrab Chitin,Thistle Branch,Vampire Dust,2,Resist Poison,Cure Disease,,,,14390,TRUE
9,Potion,Mudcrab Chitin,Torchbug Thorax,Troll Fat,2,Restore Stamina,Resist Poison,,,,14394,TRUE
9,Potion,Mudcrab Chitin,Troll Fat,Vampire Dust,2,Resist Poison,Cure Disease,,,,14398,TRUE
9,Potion,Nordic Barnacle,Orange Dartwing,Purple Mountain Flower,2,Fortify Pickpocket,Restore Stamina,,,,14560,TRUE
9,Potion,Nordic Barnacle,Orange Dartwing,Torchbug Thorax,2,Fortify Pickpocket,Restore Stamina,,,,14567,TRUE
9,Potion,Nordic Barnacle,Orange Dartwing,Vampire Dust,2,Fortify Pickpocket,Regenerate Health,,,,14568,TRUE
9,Potion,Red Mountain Flower,Taproot,Tundra Cotton,2,Restore Magicka,Fortify Magicka,,,,14978,TRUE
9,Potion,Red Mountain Flower,Tundra Cotton,Vampire Dust,2,Fortify Magicka,Restore Magicka,,,,14987,TRUE
9,Potion,Slaughterfish Scales,Thistle Branch,Troll Fat,3,Resist Frost,Fortify Heavy Armor,Resist Poison,,,15229,TRUE
9,Potion,Slaughterfish Scales,Thistle Branch,Tundra Cotton,3,Resist Frost,Fortify Heavy Armor,Fortify Block,,,15230,TRUE
9,Potion,Slaughterfish Scales,Tundra Cotton,Void Salts,3,Fortify Block,Resist Magic,Fortify Magicka,,,15232,TRUE
8,Mixed,Blisterwort,Rock Warbler Egg,,2,Damage Stamina,Restore Health,,,,2634,TRUE
8,Mixed,Blue Butterfly Wing,Bone Meal,,2,Damage Stamina,Fortify Conjuration,,,,2705,TRUE
8,Mixed,Elves Ear,White Cap,,2,Restore Magicka,Weakness to Frost,,,,9142,TRUE
8,Mixed,Luna Moth Wing,Nordic Barnacle,,2,Damage Magicka,Regenerate Health,,,,14098,TRUE
8,Mixed,Blisterwort,Blue Butterfly Wing,Bone Meal,2,Damage Stamina,Fortify Conjuration,,,,2131,TRUE
8,Mixed,Blisterwort,Blue Butterfly Wing,Butterfly Wing,2,Damage Stamina,Restore Health,,,,2132,TRUE
8,Mixed,Blisterwort,Blue Butterfly Wing,Lavender,2,Damage Stamina,Fortify Conjuration,,,,2148,TRUE
8,Mixed,Blisterwort,Blue Butterfly Wing,Rock Warbler Egg,2,Damage Stamina,Restore Health,,,,2150,TRUE
8,Mixed,Blisterwort,Blue Butterfly Wing,Swamp Fungal Pod,2,Damage Stamina,Restore Health,,,,2155,TRUE
8,Mixed,Blisterwort,Blue Mountain Flower,Canis Root,2,Restore Health,Damage Stamina,,,,2190,TRUE
8,Mixed,Blisterwort,Blue Mountain Flower,Nirnroot,2,Restore Health,Damage Stamina,,,,2206,TRUE
8,Mixed,Blisterwort,Blue Mountain Flower,Rock Warbler Egg,2,Restore Health,Damage Stamina,,,,2207,TRUE
8,Mixed,Blisterwort,Bone Meal,Butterfly Wing,2,Damage Stamina,Restore Health,,,,2214,TRUE
8,Mixed,Blisterwort,Bone Meal,Lavender,2,Damage Stamina,Fortify Conjuration,,,,2230,TRUE
8,Mixed,Blisterwort,Bone Meal,Rock Warbler Egg,2,Damage Stamina,Restore Health,,,,2232,TRUE
8,Mixed,Blisterwort,Bone Meal,Swamp Fungal Pod,2,Damage Stamina,Restore Health,,,,2236,TRUE
8,Mixed,Blisterwort,Butterfly Wing,Canis Root,2,Restore Health,Damage Stamina,,,,2241,TRUE
8,Mixed,Blisterwort,Butterfly Wing,Glow Dust,2,Restore Health,Damage Magicka,,,,2252,TRUE
8,Mixed,Blisterwort,Butterfly Wing,Luna Moth Wing,2,Restore Health,Damage Magicka,,,,2259,TRUE
8,Mixed,Blisterwort,Butterfly Wing,Nirnroot,2,Restore Health,Damage Stamina,,,,2262,TRUE
8,Mixed,Blisterwort,Butterfly Wing,Nordic Barnacle,2,Restore Health,Damage Magicka,,,,2263,TRUE
8,Mixed,Blisterwort,Butterfly Wing,Rock Warbler Egg,2,Restore Health,Damage Stamina,,,,2264,TRUE
8,Mixed,Blisterwort,Butterfly Wing,Spider Egg,2,Restore Health,Damage Stamina,,,,2267,TRUE
8,Mixed,Blisterwort,Canis Root,Swamp Fungal Pod,3,Damage Stamina,Paralysis,Restore Health,,,2291,TRUE
8,Mixed,Blisterwort,Imp Stool,Nirnroot,3,Restore Health,Damage Health,Damage Stamina,,,2577,TRUE
8,Mixed,Blisterwort,Imp Stool,River Betty,2,Restore Health,Damage Health,,,,2580,TRUE
8,Mixed,Blisterwort,Imp Stool,Rock Warbler Egg,2,Restore Health,Damage Stamina,,,,2581,TRUE
8,Mixed,Blisterwort,Nirnroot,Rock Warbler Egg,2,Damage Stamina,Restore Health,,,,2613,TRUE
8,Mixed,Blisterwort,Nirnroot,Swamp Fungal Pod,2,Damage Stamina,Restore Health,,,,2618,TRUE
8,Mixed,Blisterwort,Spider Egg,Swamp Fungal Pod,2,Damage Stamina,Restore Health,,,,2649,TRUE
8,Mixed,Blue Butterfly Wing,Canis Root,Hagraven Feathers,2,Damage Stamina,Fortify Conjuration,,,,2711,TRUE
8,Mixed,Blue Butterfly Wing,Canis Root,Lavender,2,Damage Stamina,Fortify Conjuration,,,,2719,TRUE
8,Mixed,Blue Butterfly Wing,Hagraven Feathers,Luna Moth Wing,2,Fortify Conjuration,Damage Magicka,,,,2901,TRUE
8,Mixed,Blue Butterfly Wing,Hagraven Feathers,Nirnroot,2,Fortify Conjuration,Damage Stamina,,,,2904,TRUE
8,Mixed,Blue Butterfly Wing,Hagraven Feathers,Nordic Barnacle,2,Fortify Conjuration,Damage Magicka,,,,2905,TRUE
8,Mixed,Blue Butterfly Wing,Hagraven Feathers,Rock Warbler Egg,2,Fortify Conjuration,Damage Stamina,,,,2906,TRUE
8,Mixed,Blue Butterfly Wing,Hagraven Feathers,Void Salts,2,Fortify Conjuration,Weakness to Shock,,,,2911,TRUE
8,Mixed,Blue Butterfly Wing,Lavender,Rock Warbler Egg,2,Fortify Conjuration,Damage Stamina,,,,2966,TRUE
8,Mixed,Blue Butterfly Wing,Rock Warbler Egg,Swamp Fungal Pod,2,Damage Stamina,Restore Health,,,,3009,TRUE
8,Mixed,Blue Mountain Flower,Bone Meal,Canis Root,2,Fortify Conjuration,Damage Stamina,,,,3391,TRUE
8,Mixed,Blue Mountain Flower,Bone Meal,Nirnroot,2,Fortify Conjuration,Damage Stamina,,,,3413,TRUE
8,Mixed,Blue Mountain Flower,Butterfly Wing,Luna Moth Wing,2,Restore Health,Damage Magicka,,,,3437,TRUE
8,Mixed,Blue Mountain Flower,Butterfly Wing,Nordic Barnacle,2,Restore Health,Damage Magicka,,,,3440,TRUE
8,Mixed,Blue Mountain Flower,Hagraven Feathers,Luna Moth Wing,2,Fortify Conjuration,Damage Magicka,,,,3670,TRUE
8,Mixed,Blue Mountain Flower,Hagraven Feathers,Nordic Barnacle,2,Fortify Conjuration,Damage Magicka,,,,3673,TRUE
8,Mixed,Blue Mountain Flower,Hagraven Feathers,Void Salts,2,Fortify Conjuration,Weakness to Shock,,,,3679,TRUE
8,Mixed,Bone Meal,Canis Root,Hagraven Feathers,2,Damage Stamina,Fortify Conjuration,,,,3802,TRUE
8,Mixed,Bone Meal,Canis Root,Lavender,2,Damage Stamina,Fortify Conjuration,,,,3809,TRUE
8,Mixed,Bone Meal,Fly Amanita,Troll Fat,3,Resist Fire,Fortify Two-handed,Frenzy,,,3988,TRUE
8,Mixed,Bone Meal,Hagraven Feathers,Luna Moth Wing,2,Fortify Conjuration,Damage Magicka,,,,4041,TRUE
8,Mixed,Bone Meal,Hagraven Feathers,Nirnroot,2,Fortify Conjuration,Damage Stamina,,,,4044,TRUE
8,Mixed,Bone Meal,Hagraven Feathers,Nordic Barnacle,2,Fortify Conjuration,Damage Magicka,,,,4045,TRUE
8,Mixed,Bone Meal,Hagraven Feathers,Rock Warbler Egg,2,Fortify Conjuration,Damage Stamina,,,,4046,TRUE
8,Mixed,Bone Meal,Hagraven Feathers,Spider Egg,2,Fortify Conjuration,Damage Stamina,,,,4048,TRUE
8,Mixed,Bone Meal,Hagraven Feathers,Void Salts,2,Fortify Conjuration,Weakness to Shock,,,,4051,TRUE
8,Mixed,Bone Meal,Lavender,Rock Warbler Egg,2,Fortify Conjuration,Damage Stamina,,,,4098,TRUE
8,Mixed,Bone Meal,Lavender,Spider Egg,2,Fortify Conjuration,Damage Stamina,,,,4101,TRUE
8,Mixed,Bone Meal,Rock Warbler Egg,Swamp Fungal Pod,2,Damage Stamina,Restore Health,,,,4143,TRUE
8,Mixed,Bone Meal,Snowberries,Thistle Branch,3,Resist Fire,Resist Frost,Ravage Stamina,,,4152,TRUE
8,Mixed,Butterfly Wing,Glow Dust,Imp Stool,2,Damage Magicka,Restore Health,,,,4736,TRUE
8,Mixed,Butterfly Wing,Glow Dust,Rock Warbler Egg,2,Damage Magicka,Restore Health,,,,4741,TRUE
8,Mixed,Butterfly Wing,Hagraven Feathers,Imp Stool,2,Damage Magicka,Restore Health,,,,4775,TRUE
8,Mixed,Butterfly Wing,Hagraven Feathers,Lavender,2,Damage Magicka,Fortify Conjuration,,,,4776,TRUE
8,Mixed,Butterfly Wing,Hagraven Feathers,Rock Warbler Egg,2,Damage Magicka,Restore Health,,,,4778,TRUE
8,Mixed,Butterfly Wing,Hagraven Feathers,Swamp Fungal Pod,2,Damage Magicka,Restore Health,,,,4780,TRUE
8,Mixed,Butterfly Wing,Imp Stool,Luna Moth Wing,2,Restore Health,Damage Magicka,,,,4818,TRUE
8,Mixed,Butterfly Wing,Imp Stool,Nightshade,3,Restore Health,Damage Health,Lingering Damage Stamina,,,4821,TRUE
8,Mixed,Butterfly Wing,Imp Stool,Nordic Barnacle,2,Restore Health,Damage Magicka,,,,4823,TRUE
8,Mixed,Butterfly Wing,Luna Moth Wing,Nordic Barnacle,2,Damage Magicka,Regenerate Health,,,,4854,TRUE
8,Mixed,Butterfly Wing,Luna Moth Wing,Rock Warbler Egg,2,Damage Magicka,Restore Health,,,,4855,TRUE
8,Mixed,Butterfly Wing,Luna Moth Wing,Swamp Fungal Pod,2,Damage Magicka,Restore Health,,,,4858,TRUE
8,Mixed,Butterfly Wing,Luna Moth Wing,Vampire Dust,3,Damage Magicka,Invisibility,Regenerate Health,,,4860,TRUE
8,Mixed,Butterfly Wing,Nordic Barnacle,Rock Warbler Egg,2,Damage Magicka,Restore Health,,,,4892,TRUE
8,Mixed,Butterfly Wing,Nordic Barnacle,Swamp Fungal Pod,2,Damage Magicka,Restore Health,,,,4895,TRUE
8,Mixed,Butterfly Wing,Nordic Barnacle,Vampire Dust,2,Damage Magicka,Regenerate Health,,,,4897,TRUE
8,Mixed,Butterfly Wing,Rock Warbler Egg,Spider Egg,2,Restore Health,Damage Stamina,,,,4904,TRUE
8,Mixed,Creep Cluster,Elves Ear,Ice Wraith Teeth,2,Restore Magicka,Weakness to Frost,,,,6334,TRUE
8,Mixed,Creep Cluster,Elves Ear,White Cap,2,Restore Magicka,Weakness to Frost,,,,6350,TRUE
8,Mixed,Creep Cluster,Fire Salts,Rock Warbler Egg,2,Restore Magicka,Weakness to Magic,,,,6366,TRUE
8,Mixed,Creep Cluster,Fire Salts,Torchbug Thorax,2,Restore Magicka,Weakness to Magic,,,,6373,TRUE
8,Mixed,Creep Cluster,Giant Lichen,Hagraven Feathers,2,Restore Magicka,Weakness to Shock,,,,6437,TRUE
8,Mixed,Creep Cluster,Giant Lichen,Void Salts,2,Restore Magicka,Weakness to Shock,,,,6454,TRUE
8,Mixed,Deathbell,Ectoplasm,Elves Ear,2,Damage Health,Restore Magicka,,,,7727,TRUE
8,Mixed,Deathbell,Ectoplasm,Glow Dust,2,Damage Health,Fortify Destruction,,,,7731,TRUE
8,Mixed,Deathbell,Ectoplasm,Mora Tapinella,2,Damage Health,Restore Magicka,,,,7740,TRUE
8,Mixed,Deathbell,Ectoplasm,Taproot,2,Damage Health,Restore Magicka,,,,7749,TRUE
8,Mixed,Deathbell,Ectoplasm,Vampire Dust,2,Damage Health,Restore Magicka,,,,7752,TRUE
8,Mixed,Deathbell,Ectoplasm,White Cap,2,Damage Health,Restore Magicka,,,,7754,TRUE
8,Mixed,Deathbell,Imp Stool,Rock Warbler Egg,2,Damage Health,Restore Health,,,,7873,TRUE
8,Mixed,Deathbell,Imp Stool,Swamp Fungal Pod,3,Damage Health,Paralysis,Restore Health,,,7879,TRUE
8,Mixed,Deathbell,Red Mountain Flower,Taproot,2,Damage Health,Restore Magicka,,,,7969,TRUE
8,Mixed,Deathbell,Red Mountain Flower,Vampire Dust,2,Damage Health,Restore Magicka,,,,7972,TRUE
8,Mixed,Dragons Tongue,Fly Amanita,Hagraven Feathers,3,Resist Fire,Fortify Two-handed,Frenzy,,,8091,TRUE
8,Mixed,Dragons Tongue,Fly Amanita,Troll Fat,3,Resist Fire,Fortify Two-handed,Frenzy,,,8096,TRUE
8,Mixed,Ectoplasm,Elves Ear,Ice Wraith Teeth,2,Restore Magicka,Weakness to Frost,,,,8444,TRUE
8,Mixed,Ectoplasm,Elves Ear,White Cap,2,Restore Magicka,Weakness to Frost,,,,8461,TRUE
8,Mixed,Ectoplasm,Fire Salts,Imp Stool,2,Restore Magicka,Damage Health,,,,8504,TRUE
8,Mixed,Ectoplasm,Fire Salts,Nirnroot,2,Restore Magicka,Damage Health,,,,8510,TRUE
8,Mixed,Ectoplasm,Fire Salts,Skeever Tail,2,Restore Magicka,Damage Health,,,,8514,TRUE
8,Mixed,Ectoplasm,Fire Salts,Troll Fat,2,Restore Magicka,Damage Health,,,,8518,TRUE
8,Mixed,Ectoplasm,Giant Lichen,Hagraven Feathers,2,Restore Magicka,Weakness to Shock,,,,8558,TRUE
8,Mixed,Ectoplasm,Glow Dust,Hagraven Feathers,2,Fortify Destruction,Damage Magicka,,,,8581,TRUE
8,Mixed,Ectoplasm,Glow Dust,Luna Moth Wing,2,Fortify Destruction,Damage Magicka,,,,8590,TRUE
8,Mixed,Ectoplasm,Glow Dust,Nordic Barnacle,2,Fortify Destruction,Damage Magicka,,,,8596,TRUE
8,Mixed,Ectoplasm,Imp Stool,Mora Tapinella,3,Damage Health,Restore Magicka,Lingering Damage Health,,,8736,TRUE
8,Mixed,Elves Ear,Fly Amanita,Troll Fat,3,Resist Fire,Fortify Two-handed,Frenzy,,,8949,TRUE
8,Mixed,Elves Ear,Giant Lichen,Hagraven Feathers,2,Restore Magicka,Weakness to Shock,,,,8970,TRUE
